title,slug,subtitle,location,state,region,category,platform,price,rating,reviewCount,sleeps,bedrooms,featured,editorsPick,isNew,imageUrl,affiliateUrl,description
"Two-Story Treehouse — Lake Sunapee","lake-sunapee-treehouse-nh","Modern treehouse with lake access and ski resort nearby","Newbury, New Hampshire","New Hampshire","Northeast",1,"VRBO",456,4.91,89,4,2,false,false,false,"https://images.trvl-media.com/lodging/61000000/60670000/60662500/60662486/c48263e9.jpg","https://www.vrbo.com/2133966","A two-story treehouse blending rustic character with modern amenities — with a wrap-around deck, Lake Sunapee access, and Mount Sunapee ski resort nearby. Old-world charm meets contemporary New England."
"Treehouse near Bar Harbor","bar-harbor-treehouse-me","Whirlpool, sauna, and fireplace steps from Acadia National Park","Bar Harbor, Maine","Maine","Northeast",1,"VRBO",516,4.9,78,6,2,false,false,false,"https://media.vrbo.com/lodging/42000000/41460000/41454400/41454392/d8c0cea3.jpg","https://www.vrbo.com/1776913","A luxurious treehouse set in cedar, maple, and pine near Bar Harbor — with a whirlpool tub, private sauna, stone fireplace, and spacious deck. Acadia National Park's trails are minutes away."
"A Four Seasons Tree House","four-seasons-treehouse-mn","Rock Lake views and a hot tub in the Minnesota northwoods","Burtrum, Minnesota","Minnesota","Midwest",1,"VRBO",200,4.77,52,9,3,false,false,false,"https://media.vrbo.com/lodging/34000000/33720000/33713900/33713888/f85765e1.jpg","https://www.vrbo.com/736892","A three-bedroom treehouse on the shores of Rock Lake in the Minnesota northwoods — with a hot tub, walking trails, and year-round wildlife. One of the few treehouses in the Upper Midwest that sleeps a full family."
"Hocking Hills Treehouse","hocking-hills-treehouse-oh","Hillside sanctuary above the Ohio gorges with a luxury interior","South Bloomingville, Ohio","Ohio","Midwest",1,"VRBO",245,4.93,138,4,1,false,false,false,"https://media.vrbo.com/lodging/34000000/33500000/33494300/33494210/47b9d625.jpg","https://www.vrbo.com/1163394","Perched on a wooded hillside above the famous Hocking Hills gorges — with incredible forested canyon views and a surprisingly luxurious interior. Ash Cave and Old Man's Cave are minutes away."
"87 Getaway Treehouse Escape","87-getaway-treehouse-ar","Wrap-around deck and jacuzzi tub deep in the Ozarks","Mountain View, Arkansas","Arkansas","South",1,"VRBO",177,4.91,98,4,1,false,false,false,"https://media.vrbo.com/lodging/27000000/26770000/26770000/26769995/09e9baac.jpg","https://www.vrbo.com/1131237","A secluded Ozark escape with a king bed, wrap-around deck, jacuzzi tub, and fire pit — set among the hardwood ridges near Mountain View, Arkansas's folk music capital. Buffalo National River is nearby."
"Daniel Boone Forest Treehouse","daniel-boone-treehouse-ky","Wooded hillside retreat in Daniel Boone National Forest","Corbin, Kentucky","Kentucky","South",1,"VRBO",258,4.86,67,5,2,false,false,false,"https://media.vrbo.com/lodging/101000000/100780000/100779700/100779677/8ef39f3c.jpg","https://www.vrbo.com/7623743ha","A wooded hillside retreat deep in Daniel Boone National Forest with two fireplaces, a large outdoor deck, and direct access to hiking and biking trails. Close to Cumberland Falls State Resort Park."
"Out On A Limb","out-on-a-limb-pigeon-forge-tn","Stone fireplace and Smoky Mountain forest canopy views","Pigeon Forge, Tennessee","Tennessee","South",1,"VRBO",289,4.89,128,4,2,false,false,false,"https://images.trvl-media.com/lodging/79000000/78470000/78465300/78465246/395679b5.jpg","https://www.vrbo.com/1642965","Rustic-modern treehouse with a floor-to-ceiling stone fireplace, elevated among the Smoky Mountain treetops near Pigeon Forge. Modern comforts meet the raw beauty of the Appalachians."
"The Elm at Treehouse Grove","elm-treehouse-grove-tn","Pete Nelson's luxury creek-side treehouse in the Smokies","Gatlinburg, Tennessee","Tennessee","South",1,"VRBO",568,4.97,452,4,2,false,true,false,"https://media.vrbo.com/lodging/54000000/53830000/53828300/53828216/e0965347.jpg","https://www.vrbo.com/1988135","Designed by Pete Nelson of Animal Planet's Treehouse Masters, The Elm is part of Treehouse Grove at Norton Creek — a collection of luxury treehouses perched over mountain streams in the heart of the Smokies."
"Romantic Treehouse — Sauna, Hot Tub & Fire Pits","treehouse-sauna-tn","Perched 15 feet in the forest, one hour from Nashville","Bloomington Springs, Tennessee","Tennessee","South",1,"Airbnb",380,4.93,318,2,1,true,false,false,"https://a0.muscache.com/im/pictures/prohost-api/Hosting-32265723/original/7dd55c16-3a9a-4e23-9482-3eb117e06005.jpeg","https://www.airbnb.com/rooms/32265723","A private treehouse 15 feet above the forest floor — with a hot tub, Finnish sauna, and fire pits — deep in Tennessee's Upper Cumberland. One hour from Nashville, 15 minutes from Cookeville."
"Escape the City — Extraordinary Treehouse","dallas-city-treehouse-tx","Japanese maples, a running brook, and a footbridge — inside Dallas city limits","Dallas, Texas","Texas","South",1,"VRBO",265,4.86,74,4,2,false,false,false,"https://media.vrbo.com/lodging/105000000/104130000/104129200/104129197/7434ca17.jpg","https://www.vrbo.com/1129722","A wooded sanctuary inside Dallas city limits — complete with Japanese maples, a running brook, gravel footpaths, and a charming rope footbridge. The city disappears the moment you arrive."
"The Treehouse On Lake Travis","lake-travis-treehouse-tx","Panoramic lake views, hot tub, and marina access in the Texas Hill Country","Lakeway, Texas","Texas","South",1,"VRBO",259,4.88,97,4,2,false,false,false,"https://media.vrbo.com/lodging/25000000/24160000/24154100/24154071/17bbea7a.jpg","https://www.vrbo.com/4968220ha","Perched above Lake Travis's south shore with panoramic windows and a wrap-around deck. Hot tub, heated pool, fireplace, and marina access within walking distance. Austin is 30 minutes east."
"Treetop at East Zion Resort","east-zion-treetop-ut","Panoramic canyon views perched at the edge of Zion National Park","Orderville, Utah","Utah","West",1,"VRBO",162,4.94,82,3,1,false,false,false,"https://media.vrbo.com/lodging/49000000/48230000/48225200/48225169/c7291d92.jpg","https://www.vrbo.com/1910808","Newly built treetop cabin on a mesa overlooking the East Zion landscape. Rustic character meets modern flair — private bath, kitchenette, fireplace, and BBQ grill. The entrance to Zion National Park is 30 minutes west."
"Maristella's Treehouse","maristellas-treehouse-ca","Six-person hot tub, three bedrooms, deep in Sonoma wine country","Monte Rio, California","California","West",1,"VRBO",287,4.87,94,8,3,false,false,false,"https://images.trvl-media.com/lodging/19000000/19000000/18994000/18993958/508953d1.jpg","https://www.vrbo.com/1098162","Three-bedroom treehouse set in Sonoma's Russian River wine country with a six-person hot tub, large deck with fire table, BBQ, and games room. The redwood forest surrounds on all sides — and the vineyards are minutes away."
"TreeHouse Point — Temple of the Blue Moon","treehouse-point-temple-wa","Old-growth forest sanctuary inspired by Parthenon lines","Fall City, Washington","Washington","West",1,"Direct",489,4.96,520,2,1,false,true,false,"https://images.squarespace-cdn.com/content/v1/65cd0482d3c59114f98ec0de/94918a71-ab73-4375-b8f1-2c649c6e50dc/THP_Property_Hero.jpg","https://www.treehousepoint.com/stay","Pete Nelson's flagship retreat — the first treehouse built at TreeHouse Point in Fall City, WA. Inspired by classical Parthenon lines with sweeping views of the Raging River through 250 sq ft of forest sanctuary, 30 minutes from Seattle."
"Rocky Mountain Treehouse","rocky-mountain-treehouse-co","A legendary treetop escape built in 1971, still perched 25 feet above Cattle Creek","Carbondale, Colorado","Colorado","West",1,"Airbnb",285,4.93,287,4,1,false,true,false,"https://a0.muscache.com/im/pictures/6e945427-efd0-45c5-864f-08c2a4649388.jpg","https://www.airbnb.com/rooms/5839043","Built in 1971 and featured worldwide, this legendary treehouse has been hosting guests for over 50 years — 25 feet above Cattle Creek in the Roaring Fork Valley. A true back-to-nature escape near Aspen."
"Raven's Nest Treehouse","ravens-nest-treehouse-mt","Crow's nest perch in a Montana old-growth forest","Columbia Falls, Montana","Montana","West",1,"Airbnb",399,4.92,147,2,1,false,false,false,"https://a0.muscache.com/im/pictures/80e82bbd-8a43-44cb-86ec-e4c03bb25d7d.jpg","https://www.airbnb.com/rooms/41068603","The second of two treehouses at the award-winning Montana Treehouse Retreat — set high in the forest canopy with a crow's nest deck for stargazing. Minutes from Whitefish Mountain Resort, 30 minutes from Glacier."
"Meadowlark Treehouse at Montana Treehouse Retreat","meadowlark-treehouse-mt","Two living trees grow straight through the floor and ceiling","Columbia Falls, Montana","Montana","West",1,"Airbnb",429,4.86,312,4,1,true,true,false,"https://a0.muscache.com/im/pictures/5694b105-e2f2-4b7d-b52f-ea2cb2885008.jpg","https://www.airbnb.com/rooms/18627194","Two living trees grow through the interior and all four decks of this artistically designed two-story treehouse. Featured on HGTV, DIY Network, and Outside Magazine. Glacier National Park is 30 minutes away."
"Southampton Village — Heated Pool & Level 2 EV Charger","ev-beach-house-hamptons","Arrive green, steps from the ocean","Southampton, New York","New York","Northeast",10,"Airbnb",644,5,34,2,1,false,false,false,"https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM4NDI4NjE0NDUyNjM5MzE0NQ==/original/749348c7-1c09-4a04-909e-260fe1044abc.jpeg?im_w=720&width=720&quality=70&auto=webp","https://www.airbnb.com/rooms/1384286144526393145","A private studio in Southampton Village, just two blocks from historic Main Street and less than a mile from the ocean beach. Features a heated gunite pool, private entrance, and a Level 2 J1772 EV charger for overnight charging."
"Asheville Cabin with Hot Tub, Fire Pit & EV Charger","ev-cabin-asheville","Eco-conscious mountain escape near Asheville","Fletcher, North Carolina","North Carolina","Southeast",7,"Airbnb",408,4.84,78,4,2,false,false,false,"https://a0.muscache.com/im/pictures/hosting/Hosting-1535559143634049746/original/791d6e0e-8336-4ccf-84c1-5f29ce1aad95.jpeg?im_w=720&width=720&quality=70&auto=webp","https://www.airbnb.com/rooms/1535559143634049746","A mountain escape where modern design meets the whisper of the pines, just outside Asheville. Cozy mornings with coffee on the deck, evenings by the fire pit, and a universal EV charger for your electric vehicle."
"Vineyard Farmhouse with Pool & Mt. Helena Views","ev-farmhouse-napa","Wine country charm with EV charging","Calistoga, California","California","West",5,"Airbnb",485,4.97,167,6,3,false,false,false,"https://a0.muscache.com/im/pictures/prohost-api/Hosting-8842811/original/cf442a85-bd4b-45d1-b51e-73fa4377f806.jpeg?im_w=720&width=720&quality=70&auto=webp","https://www.airbnb.com/rooms/8842811","A private vineyard farmhouse with a brand-new pool and panoramic Mt. Helena views. Set among the vines just 15 minutes from Calistoga, this recently styled retreat blends wine country charm with modern comfort and EV charging."
"The Morandi House — Salt Pool, Spa & EV Charger","ev-modern-villa-palm-springs","Mid-century modern with Tesla charging","Palm Springs, California","California","Southwest",8,"Airbnb",405,4.92,234,6,3,false,false,false,"https://a0.muscache.com/im/pictures/miso/Hosting-21368856/original/d5199d85-8c22-4d02-9764-c6121a07faec.jpeg?im_w=720&width=720&quality=70&auto=webp","https://www.airbnb.com/rooms/21368856","A newly remodeled modern getaway in Palm Springs featuring a salt pool/spa, EV charger, and minutes from downtown. The quintessential mid-century Palm Springs experience with full EV charging capability."
"Rocky Mountain High RV Park","rv-mountains-colorado","Altitude and attitude","Estes Park, Colorado","Colorado","West",9,"Direct",95,4.88,445,8,1,false,false,false,"https://a0.muscache.com/im/pictures/miso/Hosting-820900039863388893/original/8e70383d-e0c6-4573-8911-45aa546c623a.jpeg","https://www.reserveamerica.com","Gateway to Rocky Mountain National Park — full hookup sites with elk grazing past your rig at dawn. Trailheads within walking distance. The most convenient base camp in Colorado."
"Big Sur Coastal RV Spot","rv-coast-california","Park at the edge of the Pacific","Big Sur, California","California","West",9,"Direct",120,4.95,312,6,1,false,true,false,"https://a0.muscache.com/im/pictures/hosting/Hosting-1154387587498337571/original/6791569b-bf1a-47a2-ba7b-d72ae2f6d354.png","https://www.reservecalifornia.com","One of the most coveted RV spots on the Pacific Coast — a cliffside site overlooking the Big Sur coastline. Full hookups, whale watching from your site, and the most dramatic sunsets in California."
"Green Acres RV Farm Stay","rv-farm-vermont","Park among the apple orchards","Woodstock, Vermont","Vermont","Northeast",9,"Direct",75,4.9,94,4,1,false,false,false,"https://a0.muscache.com/im/pictures/243f2967-c6a9-417c-b8bf-2b062f5227ed.jpg","https://www.hipcamp.com","Park your rig in a working Vermont apple orchard with 30-amp hookups and a water connection. Pick apples, meet the goats, and watch the fall foliage from your awning. Pure New England magic."
"Sonoran Desert RV Ranch","rv-ranch-arizona","Full hookups under saguaro skies","Tucson, Arizona","Arizona","Southwest",9,"Direct",85,4.92,178,6,1,true,true,false,"https://a0.muscache.com/im/pictures/640b457f-57c8-446e-acaf-0dca0296c63f.jpg","https://www.hipcamp.com","A private 5-acre desert ranch with full RV hookups (50-amp, water, sewer), surrounded by giant saguaro cacti. Campfire rings, a shared outdoor kitchen, and the darkest skies in the Southwest."
"Smoky Mountains Honeymoon Cabin — Dog Friendly","petfriendly-cabin-smokies","Private hot tub, dog-friendly, near the park","Sevierville, Tennessee","Tennessee","Southeast",7,"Airbnb",268,4.88,156,2,1,false,false,false,"https://a0.muscache.com/im/pictures/prohost-api/Hosting-914613589168123446/original/77672664-bd07-4969-93c4-5544ba68de4a.jpeg?im_w=720&width=720&quality=70&auto=webp","https://www.airbnb.com/rooms/914613589168123446","A newly renovated, pet-friendly cabin in Sevierville featuring a private hot tub, fully stocked kitchen, and close proximity to Great Smoky Mountains National Park. Dogs are welcome on this romantic mountain escape."
"Ecola Haven — Dog-Friendly Beachfront A-Frame","petfriendly-beachhouse-oregon","Paws on the Pacific, 2 blocks from downtown","Cannon Beach, Oregon","Oregon","West",8,"Airbnb",527,4.67,134,6,3,false,false,false,"https://a0.muscache.com/im/pictures/prohost-api/Hosting-16972614/original/f6d037e7-16bc-4f1a-b736-fa6f57f25db5.jpeg?im_w=720&width=720&quality=70&auto=webp","https://www.airbnb.com/rooms/16972614","A cozy and charming A-Frame just inches from the beach where the estuary meets the sea. Only 2 blocks from downtown Cannon Beach and Haystack Rock. Pet-friendly with a fee — bring your pup to the Pacific."
"Salty Dog Ranch in the Texas Hill Country","petfriendly-ranch-texas","Where up to 3 dogs can run free","Round Mountain, Texas","Texas","South",9,"Airbnb",238,4.97,198,4,2,false,false,false,"https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NTIzODQ4OTI=/original/fc322907-002d-4706-af81-aa3d87c62c9f.jpeg?im_w=720&width=720&quality=70&auto=webp","https://www.airbnb.com/rooms/52384892","Immerse yourself in ranch life in the heart of the Texas Hill Country. This 1 bedroom + loft cabin welcomes up to 3 dogs in a safe fenced backyard. Peace, quiet, and big Texas skies."
"The Vermont Farmhouse | Hiking & Dog Trails","workfriendly-farmhouse-vermont","Restored 1860s farmhouse with modern luxury","Bennington, Vermont","Vermont","Northeast",5,"Airbnb",332,5,43,4,2,false,false,false,"https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6Nzk3MTIyMzI0MDczMjYyMTU1/original/21e06825-d934-4146-9b22-94fd1e31e8f3.jpeg?im_w=720&width=720&quality=70&auto=webp","https://www.airbnb.com/rooms/797122324073262155","Experience the magic of this restored 1860s Vermont farmhouse, where historic charm meets modern luxury. Hiking trails right from the door, a charming village nearby, and the quintessential New England countryside experience."
"Majestic Luxury Retreat with Stargazing Dome","workfriendly-dome-joshua-tree","Deep focus in the high desert with pool & dome","Joshua Tree, California","California","Southwest",2,"Airbnb",579,4.96,87,16,5,false,false,false,"https://a0.muscache.com/im/pictures/prohost-api/Hosting-1581916520786647988/original/45786bc4-d260-4c68-8a6f-af21e76c7127.jpeg?im_w=720&width=720&quality=70&auto=webp","https://www.airbnb.com/rooms/1581916520786647988","A majestic luxury retreat featuring a stargazing dome, luxury swimming pool and spa, mini golf, and a pool table. Fast-speed WiFi makes it ideal for remote work with an otherworldly desert backdrop."
"Sleepless in Seattle Floating Home","workfriendly-houseboat-seattle","Work from a Lake Union houseboat","Seattle, Washington","Washington","West",3,"VRBO",1556,4.95,48,6,3,false,true,false,"https://imgservice.casai.com/680x408/experience-your-sleeples-us-seattle-ha-321599242-0.jpg?property_id=HA-321599242","https://www.vrbo.com/599242","A rare ""Sleepless in Seattle"" floating home on Lake Union — totally remodeled, 1,000 sq ft, with stunning views of the Space Needle. Three bedrooms, two baths, and the ultimate Seattle waterfront work-from-home experience."
"Wellington Cottage | Modern Boho Work Retreat","nomad-cabin-asheville","Fiber WiFi, dedicated workspace, mountain air","Asheville, North Carolina","North Carolina","Southeast",7,"Airbnb",179,4.79,67,4,2,false,false,false,"https://a0.muscache.com/im/pictures/prohost-api/Hosting-649159981874701169/original/2d29767e-59d9-4697-af16-1176dbbab90b.jpeg?im_w=720&width=720&quality=70&auto=webp","https://www.airbnb.com/rooms/649159981874701169","A stylish retreat offering the perfect blend of modern comfort and remote-work convenience. Features a full kitchen and a dedicated workspace for digital nomads or creative professionals exploring the Blue Ridge Mountains."
"Exclusive Mountaindale Luxury Estate","castle-hudson-valley","A castle-inspired Hudson Valley estate on hundreds of acres","Mountain Dale, New York","New York","Northeast",10,"Airbnb",3736,4.98,24,20,10,false,true,false,"https://a0.muscache.com/im/pictures/hosting/Hosting-1505936882912955833/original/08ecb630-3682-4f1c-9eac-667fd248e16b.jpeg?im_w=720&width=720&quality=70&auto=webp","https://www.airbnb.com/rooms/1505936882912955833","A private Hudson Valley estate on hundreds of acres, featuring a castle-inspired main house with en suite bedrooms, a guest stone house, caretaker's cottage, pool, and miles of trails. The ultimate group retreat."
"Glamping Tent at Glacier National Park","glamping-montana","Peace and quiet in the Wild North Fork","Polebridge, Montana","Montana","West",9,"Airbnb",123,4.94,89,2,1,false,false,false,"https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjE3MDg1MDI%3D/original/c58850c2-7881-45f8-a4b0-c11c2e6a0234.jpeg?im_w=720&width=720&quality=70&auto=webp","https://www.airbnb.com/rooms/21708502","Escape to the peace and quiet of the North Fork, 10 minutes from the North Fork Park entry and 30 minutes to the Going-to-the-Sun Road. Comfortable outdoor living in the Wild and Scenic North Fork River Valley."
"Tiny Cabin in Hill Country on 1.5 Acre Mini-Farm","tiny-home-texas","As seen on HGTV — 288 sq ft of pure charm","Austin, Texas","Texas","South",8,"Airbnb",78,4.9,312,2,1,false,false,false,"https://a0.muscache.com/im/pictures/55e9e415-7770-4676-becb-b4fe2307737d.jpg?im_w=720&width=720&quality=70&auto=webp","https://www.airbnb.com/rooms/8668966","As seen on HGTV! ""My Tiny Cabin"" is a complete house in just 288 square feet, built as an experiment in simplification. Situated under oak trees on a 1.5-acre working neighborhood mini-farm in Austin."
"Osprey Treehouse — Columbia River Gorge","treehouse-oregon","Built around a 42-inch Douglas Fir","Stevenson, Washington","Washington","West",1,"Airbnb",519,4.94,156,2,1,false,true,false,"https://a0.muscache.com/im/pictures/ad85d477-6bfa-4153-8319-680ddd2bad3e.jpg?im_w=720&width=720&quality=70&auto=webp","https://www.airbnb.com/rooms/23005001","A 20-foot octagon treehouse built around a 42-inch old-growth Douglas Fir. Oversized windows and a sliding door give you the feeling of being suspended in the Pacific Northwest canopy. Sleeps 2 adults."
"Smoky Mountain Bubble Dome","dome-smoky-mountains-tn","Where forest meets the cosmos","Gatlinburg, Tennessee","Tennessee","Southeast",2,"Airbnb",265,4.89,176,2,1,false,false,false,"https://a0.muscache.com/im/pictures/968a2266-6c0d-4882-9b10-8d7fac70fe7f.jpg","https://www.airbnb.com/rooms/1576581331332648514","A transparent glamping dome nestled in the Smoky Mountains forest. Watch deer wander past your bed at dawn, then soak in the private hot tub under a canopy of fireflies at dusk."
"The Fox A-Frame | An Intimate Mountain Retreat","aframe-colorado","Creekside A-frame 5 minutes from Breckenridge","Breckenridge, Colorado","Colorado","West",7,"Airbnb",285,4.86,229,4,2,false,false,false,"https://a0.muscache.com/im/pictures/prohost-api/Hosting-33391907/original/3a452ff0-324a-4898-aa1d-e38279e08699.jpeg?im_w=720&width=720&quality=70&auto=webp","https://www.airbnb.com/rooms/33391907","A private, peaceful, creekside A-frame cabin — an idyllic retreat for exploring the Rocky Mountains of Colorado. Just 5 minutes from downtown Breckenridge with stunning mountain views and the sound of the creek to lull you to sleep."
"Hanksville Red Rock Cave Home","cave-sedona-az","A desert paradise built inside a cave","Hanksville, Utah","Utah","Southwest",6,"Airbnb",520,4.85,242,12,3,false,true,false,"https://a0.muscache.com/im/pictures/miso/Hosting-32183107/original/00a0b7b9-2b0b-4b36-b235-d5876d535f50.jpeg?im_w=720&width=720&quality=70&auto=webp","https://www.airbnb.com/rooms/32183107","This beautiful home was built right inside an incredible red rock cave in the 1980s by a local cowboy. Natural cave walls, a master bath with a tub surrounded by red rock, and breathtaking desert views. A true desert paradise near Capitol Reef National Park."
"Creekside Barn at Valhalla Farms","barn-tennessee","122 acres of rolling Tennessee hills","Woodbury, Tennessee","Tennessee","South",5,"Airbnb",375,5,143,6,3,false,false,false,"https://a0.muscache.com/im/pictures/hosting/Hosting-1308627550184145091/original/aeda4820-fc85-426b-8104-aaa1bc00197c.jpeg?im_w=720&width=720&quality=70&auto=webp","https://www.airbnb.com/rooms/1308627550184145091","A beautifully converted barn nestled in the rolling hills of middle Tennessee on 122 acres with horses and a babbling creek. Rustic charm meets modern amenities — spend your days exploring the farm and your evenings around the fire pit."
"Private Lighthouse at Waterfront Chauncey Creek","lighthouse-maine","Your own private beacon on the Maine coast","Kittery, Maine","Maine","Northeast",4,"Airbnb",495,5,64,10,5,false,true,false,"https://a0.muscache.com/im/pictures/hosting/Hosting-47225813/original/147ca0ed-0767-4560-836a-43d61bf26fdc.jpeg?im_w=720&width=720&quality=70&auto=webp","https://www.airbnb.com/rooms/47225813","A private lighthouse property on Chauncey Creek with a full dock, kayaks, and direct water access. Five bedrooms, stunning tidal views, and the quintessential Maine coastal experience. Perfect for family reunions or group retreats."
"Unique Tiny Houseboat with Harbor Views","tugboat-houseboat-me","A floating home on Portland Harbor","Portland, Maine","Maine","Northeast",3,"Airbnb",195,4.93,87,2,1,true,false,false,"https://a0.muscache.com/im/pictures/691fde7e-56c9-4857-badd-1bc5e742d9fa.jpg?im_w=720&width=720&quality=70&auto=webp","https://www.airbnb.com/rooms/50435143","A charming tiny houseboat moored in Portland Harbor with stunning views of the working waterfront. Fall asleep to the gentle rocking of the tide and wake to lobster boats heading out at dawn. A one-of-a-kind Maine experience."
"Stargazing Bliss in Dome with Sauna & Hot Tub","desert-dome-ut","Sleep under a billion stars near Zion","Glendale, Utah","Utah","West",2,"Airbnb",295,4.93,198,2,1,true,true,false,"https://a0.muscache.com/im/pictures/prohost-api/Hosting-1103637528159056350/original/bbf96e30-9cb1-4cd7-a7ba-663ac99833dd.jpeg?im_w=720&width=720&quality=70&auto=webp","https://www.airbnb.com/rooms/1103637528159056350","A brand-new geodesic dome nestled in the serene landscapes of Glendale, Utah. Panoramic views of the surrounding desert, a private sauna, and a hot tub under the stars. One of the darkest skies in the American Southwest."
"Redwood Treehouse Retreat Near Muir Woods","redwood-treehouse-ca","Suspended among ancient giants with a creek below","Mill Valley, California","California","West",1,"Airbnb",385,4.96,312,6,3,true,true,false,"https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM2NDA2MDI3NzM3ODA5OTYxNA==/original/75d84473-a0a1-413f-a370-0d7081565e17.jpeg?im_w=720&width=720&quality=70&auto=webp","https://www.airbnb.com/rooms/1364060277378099614","A high-design sanctuary suspended in a grove of ancient redwoods just minutes from Muir Woods. Soaring wood beams, expansive windows, and forest views in every direction. Wake to birdsong and fall asleep to the sound of a bubbling creek."
"Point Robinson Lighthouse — Keeper's Quarters","point-robinson-lighthouse-wa","Historic keeper's quarters on Vashon Island","Vashon Island, Washington","Washington","West",4,"VRBO",275,4.92,44,4,2,false,false,false,"https://media.vrbo.com/lodging/100000000/99250000/99244600/99244577/804b44f0.jpg","https://www.vrbo.com/569944","A restored lighthouse keeper's quarters on Vashon Island — accessible only by ferry. Restored to capture the historic character of the original building. Stunning Puget Sound views and whale watching opportunities."
"The Big Buffalo — 1894 Historic Hotel","big-buffalo-hotel-wy","Old West character in downtown Buffalo, Wyoming","Buffalo, Wyoming","Wyoming","West",10,"VRBO",395,4.96,7,14,4,false,false,true,"https://media.vrbo.com/lodging/64000000/63490000/63488900/63488895/1ffb2c84.jpg","https://www.vrbo.com/2178821","Originally 15 rooms of the historic Capitol Hotel (1894), now three connected apartments on Main Street in Buffalo, WY. Old West character throughout — original water closet, back staircase built for ""Ladies of the Night."" Pool on premises."
"Historic DC Firehouse Penthouse Loft","dc-firehouse-penthouse","First African American fire company, built 1884 — as seen on Netflix","Washington, DC","District of Columbia","Northeast",5,"VRBO",650,4.84,33,14,5,false,true,false,"https://media.vrbo.com/lodging/50000000/49160000/49150800/49150751/e60f50b1.jpg","https://www.vrbo.com/9420794ha","Built in 1884 as the first fully African American fire company in Washington DC. Renovated by a world-famous interior designer. 5 bedrooms, 4 bathrooms, ~3,000 sq ft. As seen on Netflix Stay Here Season 1."
"The Green Mountain Chapel","green-mountain-chapel-vt","Old church repositioned into 3BR with stained glass","South Londonderry, Vermont","Vermont","Northeast",5,"VRBO",325,4.95,21,6,3,false,true,false,"https://media.vrbo.com/lodging/107000000/106040000/106036100/106036013/458711f0.jpg","https://www.vrbo.com/4050172","A 19th-century church repositioned into a 3-bedroom home. Vaulted ceilings, original stained glass windows, and brand new finishes throughout. 5 minutes from Magic Mountain, 20 minutes from Okemo and Stratton."
"Pelican Bay Lighthouse","pelican-bay-lighthouse-or","A privately owned, working lighthouse on the Oregon Coast","Brookings, Oregon","Oregon","West",4,"VRBO",395,4.97,18,8,3,true,true,false,"https://media.vrbo.com/lodging/100000000/99250000/99244600/99244577/a16a3016.jpg","https://www.vrbo.com/3624099","A privately owned, working lighthouse perched over Brookings, OR with captivating Pacific Ocean views. The Keeper's Suite is lofted on the upper floor. A legacy family home brimming with warmth and coastal charm."
"Hobbit House on Cedar Bluff","hobbit-house-fayetteville-ar","Underground geodesic dome with lake views","Fayetteville, Arkansas","Arkansas","South",6,"Airbnb",250,5,87,8,4,false,false,true,"https://ak-d.tripcdn.com/images/0224p12000rwja94i627C_R_960_660_R5_D.jpg","https://www.airbnb.com/united-states/stays/caves","A 4-bedroom underground geodesic dome with a 4-foot tower topped with a clear dome for natural sunlight. Copper sink, open living room, and lake views on 3 acres. The most whimsical family stay in Arkansas."
"Hanksville Red Rock Cave Home","hanksville-cave-home-ut","Blasted into the cliff by a Utah cowboy in the 1980s","Hanksville, Utah","Utah","Southwest",6,"Airbnb",225,4.85,242,4,2,false,true,false,"https://a0.muscache.com/im/pictures/miso/Hosting-1375620682129066719/original/19193f39-76cf-4f72-be77-de9bb98f993d.jpeg","https://www.airbnb.com/united-states/stays/caves","Built in the 1980s by local cowboy A.C. Ekker — literally blasted into the red rock cliff. Recently remodeled with modern comforts. A true desert cave experience near Capitol Reef National Park."
"Private Sage Canyon Cliff House","sage-canyon-cliff-house-co","Built into red rock near Mesa Verde","Cortez, Colorado","Colorado","Southwest",6,"Airbnb",250,4.98,372,4,2,true,true,false,"https://a0.muscache.com/im/pictures/1fc28506-d659-4588-a787-4dd290a7c230.jpg","https://www.airbnb.com/united-states/stays/caves","Built right into a red rock cliff wall in a private canyon alcove in McElmo Canyon. 40 minutes from Mesa Verde National Park, 20 minutes from Cortez. Sweeping canyon views and a truly unique Southwest experience."
"HouseBoat + Sauna + Fire Pit","houseboat-sauna-ca","Sacramento Delta waterway experience","Oakley, California","California","West",3,"Airbnb",275,4.94,405,6,3,false,false,false,"https://a0.muscache.com/im/pictures/hosting/Hosting-1038506517320133345/original/ddf34cc2-72d3-4a79-b671-625ce3619de4.jpeg","https://www.airbnb.com/united-states/stays/houseboats","A houseboat with a private sauna and fire pit on the Sacramento Delta waterways. Explore miles of channels by kayak, then sauna and stargaze by the fire. Great for groups."
